lat,lon,prospectivity_rank,rank_sd,uncertainty,applicability,data_status,known_mn_record_in_cell,indian_government_mn_evidence_in_cell
20.915,79.455,20.5,15.2,HIGH,HIGH,OK,0,0
20.915,79.465,29.8,20.0,HIGH,HIGH,OK,0,0
20.915,79.475,30.1,22.0,HIGH,HIGH,OK,0,0
20.915,79.485,55.9,17.6,HIGH,HIGH,OK,0,0
20.915,79.495,30.9,13.4,HIGH,HIGH,OK,0,0
20.915,79.505,67.2,14.1,HIGH,HIGH,OK,0,0
20.915,79.515,56.3,16.4,HIGH,HIGH,OK,0,0
20.915,79.525,12.8,13.6,HIGH,HIGH,OK,0,0
20.915,79.535,26.1,18.1,HIGH,HIGH,OK,0,0
20.915,79.545,51.9,22.6,HIGH,HIGH,OK,0,0
20.915,79.555,46.5,19.9,HIGH,HIGH,OK,0,0
20.915,79.565,36.2,22.2,HIGH,HIGH,OK,0,0
20.915,79.575,41.5,21.6,HIGH,MODERATE,OK,0,0
20.915,79.585,58.1,24.8,HIGH,HIGH,OK,0,0
20.915,79.595,50.0,24.9,HIGH,MODERATE,OK,0,0
20.915,79.605,54.4,22.0,HIGH,MODERATE,OK,0,0
20.915,79.615,54.6,26.0,HIGH,LOW,OK,0,0
20.915,79.625,,,UNAVAILABLE,UNAVAILABLE,INSUFFICIENT_DATA,0,0
20.915,79.635,52.2,25.3,HIGH,LOW,OK,0,0
20.915,79.645,58.7,22.9,HIGH,LOW,OK,0,0
20.915,79.655,50.4,19.5,HIGH,HIGH,OK,0,0
20.915,79.665,66.0,12.7,HIGH,HIGH,OK,0,0
20.915,79.675,70.3,14.2,HIGH,HIGH,OK,0,0
20.915,79.685,56.1,20.4,HIGH,HIGH,OK,0,0
20.915,79.695,59.1,18.9,HIGH,HIGH,OK,0,0
20.915,79.705,48.8,14.1,HIGH,HIGH,OK,0,0
20.915,79.715,46.9,20.0,HIGH,HIGH,OK,0,0
20.915,79.725,40.6,20.6,HIGH,HIGH,OK,0,0
20.915,79.735,57.8,20.2,HIGH,HIGH,OK,0,0
20.915,79.745,26.6,12.9,HIGH,HIGH,OK,0,0
20.915,79.755,72.8,14.3,HIGH,HIGH,OK,0,0
20.915,79.765,49.8,16.0,HIGH,HIGH,OK,0,0
20.915,79.775,60.3,19.6,HIGH,HIGH,OK,0,0
20.915,79.785,40.4,20.5,HIGH,HIGH,OK,0,0
20.915,79.795,71.8,13.8,HIGH,HIGH,OK,0,0
20.915,79.805,48.8,19.3,HIGH,HIGH,OK,0,0
20.915,79.815,40.7,16.5,HIGH,HIGH,OK,0,0
20.915,79.825,47.4,18.3,HIGH,HIGH,OK,0,0
20.915,79.835,67.5,10.2,HIGH,HIGH,OK,0,0
20.915,79.845,62.0,10.9,HIGH,HIGH,OK,0,0
20.915,79.855,74.6,13.3,HIGH,HIGH,OK,0,0
20.915,79.865,43.4,9.6,MODERATE,HIGH,OK,0,0
20.915,79.875,29.0,15.4,HIGH,HIGH,OK,0,0
20.915,79.885,45.2,14.5,HIGH,HIGH,OK,0,0
20.915,79.895,34.4,8.2,MODERATE,HIGH,OK,0,0
20.915,79.905,72.1,13.3,HIGH,HIGH,OK,0,0
20.915,79.915,31.9,12.8,HIGH,HIGH,OK,0,0
20.915,79.925,52.1,16.9,HIGH,HIGH,OK,0,0
20.915,79.935,59.4,15.3,HIGH,HIGH,OK,0,0
20.915,79.945,44.2,19.2,HIGH,HIGH,OK,0,0
20.915,79.955,16.8,14.0,HIGH,HIGH,OK,0,0
20.915,79.965,8.9,12.8,HIGH,HIGH,OK,0,0
20.915,79.975,45.6,17.9,HIGH,HIGH,OK,0,0
20.915,79.985,38.5,18.7,HIGH,HIGH,OK,0,0
20.915,79.995,60.2,17.4,HIGH,HIGH,OK,0,0
20.915,80.005,61.1,11.2,HIGH,HIGH,OK,0,0
20.915,80.015,44.6,11.8,HIGH,HIGH,OK,0,0
20.915,80.025,44.5,12.0,HIGH,HIGH,OK,0,0
20.915,80.035,15.4,12.5,HIGH,HIGH,OK,0,0
20.915,80.045,43.2,9.2,MODERATE,HIGH,OK,0,0
20.915,80.055,31.2,7.7,MODERATE,HIGH,OK,0,0
20.915,80.065,46.5,11.5,HIGH,HIGH,OK,0,0
20.915,80.075,33.5,18.1,HIGH,HIGH,OK,0,0
20.915,80.085,28.2,16.0,HIGH,HIGH,OK,0,0
20.915,80.095,24.5,16.7,HIGH,HIGH,OK,0,0
20.915,80.105,10.3,15.8,HIGH,HIGH,OK,0,0
20.915,80.115,30.8,19.3,HIGH,HIGH,OK,0,0
20.915,80.125,36.3,23.2,HIGH,MODERATE,OK,0,0
20.915,80.135,36.5,15.6,HIGH,MODERATE,OK,0,0
20.915,80.145,28.0,15.0,HIGH,HIGH,OK,0,0
20.915,80.155,38.3,14.0,HIGH,HIGH,OK,0,0
20.915,80.165,66.6,22.8,HIGH,HIGH,OK,0,0
20.915,80.175,93.3,6.9,MODERATE,MODERATE,OK,0,0
20.915,80.185,84.7,8.4,MODERATE,HIGH,OK,0,0
20.915,80.195,83.5,12.1,HIGH,HIGH,OK,0,0
20.915,80.205,91.8,8.8,MODERATE,HIGH,OK,0,0
20.915,80.215,13.6,20.5,HIGH,HIGH,OK,0,0
20.915,80.225,19.9,15.9,HIGH,HIGH,OK,0,0
20.915,80.235,6.1,10.3,HIGH,HIGH,OK,0,0
20.915,80.245,22.3,17.5,HIGH,HIGH,OK,0,0
20.915,80.255,68.1,12.7,HIGH,HIGH,OK,0,0
20.915,80.265,49.8,12.9,HIGH,HIGH,OK,0,0
20.915,80.275,30.7,17.6,HIGH,HIGH,OK,0,0
20.915,80.285,27.3,20.0,HIGH,HIGH,OK,0,0
20.915,80.295,27.5,17.7,HIGH,HIGH,OK,0,0
20.915,80.305,31.1,18.6,HIGH,HIGH,OK,0,0
20.915,80.315,55.7,16.2,HIGH,HIGH,OK,0,0
20.915,80.325,58.2,14.9,HIGH,HIGH,OK,0,0
20.915,80.335,64.1,17.1,HIGH,HIGH,OK,0,0
20.915,80.345,52.6,18.4,HIGH,HIGH,OK,0,0
20.915,80.355,30.0,17.9,HIGH,HIGH,OK,0,0
20.915,80.365,59.0,16.4,HIGH,HIGH,OK,0,0
20.915,80.375,63.3,17.5,HIGH,HIGH,OK,0,0
20.915,80.385,37.5,11.7,HIGH,HIGH,OK,0,0
20.915,80.395,31.4,16.4,HIGH,HIGH,OK,0,0
20.915,80.405,77.1,13.1,HIGH,HIGH,OK,0,0
20.915,80.415,16.4,12.7,HIGH,HIGH,OK,0,0
20.915,80.425,56.5,24.4,HIGH,HIGH,OK,0,0
20.915,80.435,31.9,20.5,HIGH,HIGH,OK,0,0
20.915,80.445,63.3,17.5,HIGH,HIGH,OK,0,0
20.915,80.455,38.2,17.8,HIGH,HIGH,OK,0,0
20.915,80.465,35.6,18.4,HIGH,HIGH,OK,0,0
20.915,80.475,34.9,17.1,HIGH,HIGH,OK,0,0
20.915,80.485,48.4,18.9,HIGH,HIGH,OK,0,0
20.915,80.495,73.4,28.8,HIGH,HIGH,OK,0,0
20.915,80.505,42.1,18.5,HIGH,HIGH,OK,0,0
20.915,80.515,38.9,19.3,HIGH,HIGH,OK,0,0
20.915,80.525,64.8,19.9,HIGH,HIGH,OK,0,0
20.915,80.535,36.8,14.8,HIGH,HIGH,OK,0,0
20.915,80.545,45.8,19.8,HIGH,HIGH,OK,0,0
20.915,80.555,70.2,18.3,HIGH,HIGH,OK,0,0
20.915,80.565,35.5,15.1,HIGH,HIGH,OK,0,0
20.915,80.575,55.1,8.8,MODERATE,HIGH,OK,0,0
20.915,80.585,46.2,19.9,HIGH,HIGH,OK,0,0
20.915,80.595,48.9,14.7,HIGH,HIGH,OK,0,0
20.915,80.605,41.1,15.4,HIGH,HIGH,OK,0,0
20.915,80.615,65.0,13.4,HIGH,HIGH,OK,0,0
20.915,80.625,73.3,8.3,MODERATE,HIGH,OK,0,0
20.915,80.635,47.2,14.0,HIGH,HIGH,OK,0,0
20.915,80.645,47.9,16.6,HIGH,HIGH,OK,0,0
20.915,80.655,59.3,12.9,HIGH,HIGH,OK,0,0
20.915,80.665,75.1,12.7,HIGH,HIGH,OK,0,0
20.915,80.675,66.7,13.8,HIGH,HIGH,OK,0,0
20.915,80.685,52.6,10.2,HIGH,HIGH,OK,0,0
20.915,80.695,77.1,19.4,HIGH,HIGH,OK,0,0
20.915,80.705,63.0,20.5,HIGH,HIGH,OK,0,0
20.915,80.715,49.9,15.0,HIGH,HIGH,OK,0,0
20.915,80.725,74.0,7.6,MODERATE,HIGH,OK,0,0
20.915,80.735,63.9,16.6,HIGH,HIGH,OK,0,0
20.915,80.745,63.7,16.6,HIGH,HIGH,OK,0,0
20.915,80.755,59.6,13.3,HIGH,HIGH,OK,0,0
20.915,80.765,62.0,10.0,HIGH,HIGH,OK,0,0
20.915,80.775,39.6,18.7,HIGH,HIGH,OK,0,0
20.915,80.785,52.4,10.4,HIGH,HIGH,OK,0,0
20.915,80.795,66.7,14.1,HIGH,HIGH,OK,0,0
20.915,80.805,75.4,12.3,HIGH,HIGH,OK,0,0
20.915,80.815,84.5,12.3,HIGH,HIGH,OK,0,0
20.915,80.825,78.6,11.9,HIGH,HIGH,OK,0,0
20.915,80.835,76.5,18.7,HIGH,HIGH,OK,0,0
20.915,80.845,93.2,12.1,HIGH,HIGH,OK,0,0
20.915,80.855,75.1,8.1,MODERATE,HIGH,OK,0,0
20.915,80.865,43.5,19.8,HIGH,HIGH,OK,0,0
20.915,80.875,53.1,12.4,HIGH,HIGH,OK,0,0
20.915,80.885,73.1,10.2,HIGH,HIGH,OK,0,0
20.915,80.895,71.3,12.6,HIGH,HIGH,OK,0,0
20.915,80.905,63.8,15.3,HIGH,HIGH,OK,0,0
20.915,80.915,39.4,11.6,HIGH,HIGH,OK,0,0
20.915,80.925,37.8,12.2,HIGH,HIGH,OK,0,0
20.915,80.935,37.3,10.9,HIGH,HIGH,OK,0,0
20.915,80.945,34.8,8.9,MODERATE,HIGH,OK,0,0
20.915,80.955,55.5,13.7,HIGH,HIGH,OK,0,0
20.915,80.965,60.8,13.4,HIGH,HIGH,OK,0,0
20.915,80.975,51.7,13.3,HIGH,HIGH,OK,0,0
20.915,80.985,58.8,12.7,HIGH,HIGH,OK,0,0
20.915,80.995,62.0,17.0,HIGH,HIGH,OK,0,0
20.925,78.505,17.6,12.1,HIGH,HIGH,OK,0,0
20.925,78.515,21.1,14.9,HIGH,HIGH,OK,0,0
20.925,78.525,21.7,9.0,MODERATE,HIGH,OK,0,0
20.925,78.535,46.5,21.6,HIGH,HIGH,OK,0,0
20.925,78.545,24.3,13.1,HIGH,HIGH,OK,0,0
20.925,78.555,19.7,10.9,HIGH,HIGH,OK,0,0
20.925,78.565,25.1,14.4,HIGH,HIGH,OK,0,0
20.925,78.575,20.1,11.8,HIGH,HIGH,OK,0,0
20.925,78.585,28.9,15.7,HIGH,HIGH,OK,0,0
20.925,78.595,10.4,10.4,HIGH,HIGH,OK,0,0
20.925,78.605,19.8,9.8,MODERATE,HIGH,OK,0,0
20.925,78.615,25.5,10.8,HIGH,HIGH,OK,0,0
20.925,78.625,16.7,11.3,HIGH,HIGH,OK,0,0
20.925,78.635,18.3,11.6,HIGH,HIGH,OK,0,0
20.925,78.645,15.5,10.4,HIGH,HIGH,OK,0,0
20.925,78.655,17.9,10.8,HIGH,HIGH,OK,0,0
20.925,78.665,14.3,10.5,HIGH,HIGH,OK,0,0
20.925,78.675,18.9,14.5,HIGH,HIGH,OK,0,0
20.925,78.685,34.0,14.6,HIGH,HIGH,OK,0,0
20.925,78.695,27.3,12.3,HIGH,HIGH,OK,0,0
20.925,78.705,28.2,17.5,HIGH,HIGH,OK,0,0
20.925,78.715,24.1,16.5,HIGH,HIGH,OK,0,0
20.925,78.725,22.0,12.3,HIGH,HIGH,OK,0,0
20.925,78.735,52.2,21.0,HIGH,HIGH,OK,0,0
20.925,78.745,23.8,14.1,HIGH,HIGH,OK,0,0
20.925,78.755,23.0,12.1,HIGH,HIGH,OK,0,0
20.925,78.765,14.5,10.0,MODERATE,HIGH,OK,0,0
20.925,78.775,19.5,13.7,HIGH,HIGH,OK,0,0
20.925,78.785,12.8,14.7,HIGH,HIGH,OK,0,0
20.925,78.795,20.1,12.5,HIGH,HIGH,OK,0,0
20.925,78.805,7.6,7.8,MODERATE,HIGH,OK,0,0
20.925,78.815,17.1,11.3,HIGH,HIGH,OK,0,0
20.925,78.825,16.6,10.8,HIGH,HIGH,OK,0,0
20.925,78.835,14.3,10.3,HIGH,HIGH,OK,0,0
20.925,78.845,83.1,24.2,HIGH,HIGH,OK,0,0
20.925,78.855,74.8,22.9,HIGH,HIGH,OK,0,0
20.925,78.865,58.3,26.1,HIGH,HIGH,OK,0,0
20.925,78.875,23.6,15.5,HIGH,HIGH,OK,0,0
20.925,78.885,29.2,16.9,HIGH,HIGH,OK,0,0
20.925,78.895,26.9,11.6,HIGH,HIGH,OK,0,0
20.925,78.905,22.1,11.2,HIGH,HIGH,OK,0,0
20.925,78.915,17.4,10.7,HIGH,HIGH,OK,0,0
20.925,78.925,33.1,15.5,HIGH,HIGH,OK,0,0
20.925,78.935,27.1,11.1,HIGH,HIGH,OK,0,0
20.925,78.945,17.3,13.8,HIGH,HIGH,OK,0,0
20.925,78.955,37.0,13.5,HIGH,HIGH,OK,0,0
20.925,78.965,42.0,11.7,HIGH,HIGH,OK,0,0
20.925,78.975,36.9,13.0,HIGH,HIGH,OK,0,0
20.925,78.985,41.5,17.2,HIGH,HIGH,OK,0,0
20.925,78.995,21.4,11.5,HIGH,HIGH,OK,0,0
20.925,79.005,50.0,14.0,HIGH,HIGH,OK,0,0
20.925,79.015,51.7,9.4,MODERATE,HIGH,OK,0,0
20.925,79.025,60.4,11.0,HIGH,HIGH,OK,0,0
20.925,79.035,42.7,10.9,HIGH,HIGH,OK,0,0
20.925,79.045,38.5,13.3,HIGH,HIGH,OK,0,0
20.925,79.055,39.3,16.6,HIGH,HIGH,OK,0,0
20.925,79.065,42.0,13.8,HIGH,HIGH,OK,0,0
20.925,79.075,47.4,14.8,HIGH,HIGH,OK,0,0
20.925,79.085,56.7,16.1,HIGH,HIGH,OK,0,0
20.925,79.095,48.6,21.5,HIGH,HIGH,OK,0,0
20.925,79.105,76.1,16.7,HIGH,HIGH,OK,0,0
20.925,79.115,62.9,18.3,HIGH,HIGH,OK,0,0
20.925,79.125,66.0,16.8,HIGH,HIGH,OK,0,0
20.925,79.135,74.0,14.6,HIGH,HIGH,OK,0,0
20.925,79.145,90.6,11.8,HIGH,HIGH,OK,0,0
20.925,79.155,81.1,10.8,HIGH,HIGH,OK,0,0
20.925,79.165,79.3,14.1,HIGH,HIGH,OK,0,0
20.925,79.175,79.6,7.1,MODERATE,HIGH,OK,0,0
20.925,79.185,71.1,9.3,MODERATE,HIGH,OK,0,0
20.925,79.195,77.9,10.9,HIGH,HIGH,OK,0,0
20.925,79.205,81.6,12.9,HIGH,HIGH,OK,0,0
20.925,79.215,77.1,11.5,HIGH,HIGH,OK,0,0
20.925,79.225,77.3,19.7,HIGH,HIGH,OK,0,0
20.925,79.235,57.2,22.4,HIGH,HIGH,OK,0,0
20.925,79.245,36.2,17.9,HIGH,HIGH,OK,0,0
20.925,79.255,22.4,17.5,HIGH,HIGH,OK,0,0
20.925,79.265,41.2,18.6,HIGH,HIGH,OK,0,0
20.925,79.275,79.5,13.2,HIGH,HIGH,OK,0,0
20.925,79.285,58.5,17.9,HIGH,HIGH,OK,0,0
20.925,79.295,34.2,11.7,HIGH,HIGH,OK,0,0
20.925,79.305,36.2,16.0,HIGH,HIGH,OK,0,0
20.925,79.315,36.7,16.9,HIGH,HIGH,OK,0,0
20.925,79.325,34.0,15.8,HIGH,HIGH,OK,0,0
20.925,79.335,43.9,15.5,HIGH,HIGH,OK,0,0
20.925,79.345,24.1,14.6,HIGH,HIGH,OK,0,0
20.925,79.355,34.6,14.4,HIGH,HIGH,OK,0,0
20.925,79.365,24.0,14.1,HIGH,HIGH,OK,0,0
20.925,79.375,42.1,20.0,HIGH,HIGH,OK,0,0
20.925,79.385,18.6,15.5,HIGH,HIGH,OK,0,0
20.925,79.395,38.2,18.1,HIGH,HIGH,OK,0,0
20.925,79.405,43.4,16.5,HIGH,HIGH,OK,0,0
20.925,79.415,38.8,17.3,HIGH,HIGH,OK,0,0
20.925,79.425,32.8,12.7,HIGH,HIGH,OK,0,0
20.925,79.435,20.6,16.2,HIGH,HIGH,OK,0,0
20.925,79.445,25.8,12.0,HIGH,HIGH,OK,0,0
20.925,79.455,28.5,15.5,HIGH,HIGH,OK,0,0
20.925,79.465,36.9,15.0,HIGH,HIGH,OK,0,0
20.925,79.475,14.3,14.6,HIGH,HIGH,OK,0,0
20.925,79.485,12.2,14.8,HIGH,HIGH,OK,0,0
20.925,79.495,24.2,14.0,HIGH,HIGH,OK,0,0
20.925,79.505,55.0,17.9,HIGH,HIGH,OK,0,0
20.925,79.515,25.8,8.6,MODERATE,HIGH,OK,0,0
20.925,79.525,24.0,13.3,HIGH,HIGH,OK,0,0
20.925,79.535,53.0,17.6,HIGH,HIGH,OK,0,0
20.925,79.545,56.3,18.8,HIGH,HIGH,OK,0,0
20.925,79.555,48.4,14.8,HIGH,HIGH,OK,0,0
20.925,79.565,33.6,21.7,HIGH,MODERATE,OK,0,0
20.925,79.575,64.3,20.2,HIGH,HIGH,OK,0,0
20.925,79.585,48.1,17.7,HIGH,HIGH,OK,0,0
20.925,79.595,55.7,19.2,HIGH,HIGH,OK,0,0
20.925,79.605,35.2,22.1,HIGH,LOW,OK,0,0
20.925,79.615,21.7,16.0,HIGH,LOW,OK,0,0
20.925,79.625,27.4,22.4,HIGH,LOW,OK,0,0
20.925,79.635,54.0,21.8,HIGH,MODERATE,OK,0,0
20.925,79.645,48.2,22.5,HIGH,MODERATE,OK,0,0
20.925,79.655,48.4,21.6,HIGH,MODERATE,OK,0,0
20.925,79.665,44.8,17.3,HIGH,MODERATE,OK,0,0
20.925,79.675,39.4,20.4,HIGH,HIGH,OK,0,0
20.925,79.685,64.8,15.1,HIGH,HIGH,OK,0,0
20.925,79.695,33.2,18.5,HIGH,HIGH,OK,0,0
20.925,79.705,48.9,18.6,HIGH,HIGH,OK,0,0
20.925,79.715,55.3,18.4,HIGH,HIGH,OK,0,0
20.925,79.725,66.8,21.5,HIGH,HIGH,OK,0,0
20.925,79.735,53.6,15.4,HIGH,HIGH,OK,0,0
20.925,79.745,33.6,13.3,HIGH,HIGH,OK,0,0
20.925,79.755,54.4,16.6,HIGH,HIGH,OK,0,0
20.925,79.765,72.4,14.6,HIGH,HIGH,OK,0,0
20.925,79.775,37.8,14.2,HIGH,HIGH,OK,0,0
20.925,79.785,54.9,19.2,HIGH,HIGH,OK,0,0
20.925,79.795,61.9,13.8,HIGH,HIGH,OK,0,0
20.925,79.805,44.3,16.4,HIGH,HIGH,OK,0,0
20.925,79.815,41.5,19.5,HIGH,HIGH,OK,0,0
20.925,79.825,65.4,12.6,HIGH,HIGH,OK,0,0
20.925,79.835,71.5,10.7,HIGH,HIGH,OK,0,0
20.925,79.845,58.3,17.5,HIGH,HIGH,OK,0,0
20.925,79.855,60.1,10.7,HIGH,HIGH,OK,0,0
20.925,79.865,55.8,17.5,HIGH,HIGH,OK,0,0
20.925,79.875,23.4,14.5,HIGH,HIGH,OK,0,0
20.925,79.885,82.3,16.7,HIGH,HIGH,OK,0,0
20.925,79.895,54.1,12.2,HIGH,HIGH,OK,0,0
20.925,79.905,55.4,11.1,HIGH,HIGH,OK,0,0
20.925,79.915,38.7,10.9,HIGH,HIGH,OK,0,0
20.925,79.925,32.4,13.3,HIGH,HIGH,OK,0,0
20.925,79.935,48.5,14.0,HIGH,HIGH,OK,0,0
20.925,79.945,48.8,20.2,HIGH,HIGH,OK,0,0
20.925,79.955,16.9,16.2,HIGH,HIGH,OK,0,0
20.925,79.965,9.8,12.2,HIGH,HIGH,OK,0,0
20.925,79.975,51.4,12.5,HIGH,HIGH,OK,0,0
20.925,79.985,48.0,16.3,HIGH,HIGH,OK,0,0
20.925,79.995,49.5,12.1,HIGH,HIGH,OK,0,0
20.925,80.005,54.2,12.6,HIGH,HIGH,OK,0,0
20.925,80.015,51.9,11.3,HIGH,HIGH,OK,0,0
20.925,80.025,62.5,18.6,HIGH,HIGH,OK,0,0
20.925,80.035,49.4,19.8,HIGH,HIGH,OK,0,0
20.925,80.045,28.8,14.1,HIGH,HIGH,OK,0,0
20.925,80.055,49.8,14.7,HIGH,HIGH,OK,0,0
20.925,80.065,49.4,13.9,HIGH,HIGH,OK,0,0
20.925,80.075,25.9,11.1,HIGH,HIGH,OK,0,0
20.925,80.085,25.4,13.1,HIGH,HIGH,OK,0,0
20.925,80.095,48.1,18.4,HIGH,HIGH,OK,0,0
20.925,80.105,15.3,15.9,HIGH,HIGH,OK,0,0
20.925,80.115,40.6,16.7,HIGH,HIGH,OK,0,0
20.925,80.125,36.0,23.4,HIGH,MODERATE,OK,0,0
20.925,80.135,29.5,12.0,HIGH,HIGH,OK,0,0
20.925,80.145,24.1,15.8,HIGH,HIGH,OK,0,0
20.925,80.155,19.8,14.0,HIGH,HIGH,OK,0,0
20.925,80.165,90.7,10.4,HIGH,MODERATE,OK,0,0
20.925,80.175,65.1,12.3,HIGH,MODERATE,OK,0,0
20.925,80.185,73.2,9.3,MODERATE,HIGH,OK,0,0
20.925,80.195,79.5,12.5,HIGH,HIGH,OK,0,0
20.925,80.205,80.3,15.7,HIGH,MODERATE,OK,0,0
20.925,80.215,78.2,6.9,MODERATE,HIGH,OK,0,0
20.925,80.225,89.0,8.0,MODERATE,HIGH,OK,0,0
20.925,80.235,87.0,8.3,MODERATE,HIGH,OK,0,0
20.925,80.245,18.9,14.3,HIGH,HIGH,OK,0,0
20.925,80.255,36.3,19.8,HIGH,HIGH,OK,0,0
20.925,80.265,61.2,14.1,HIGH,HIGH,OK,0,0
20.925,80.275,23.0,17.4,HIGH,HIGH,OK,0,0
20.925,80.285,39.5,20.3,HIGH,HIGH,OK,0,0
20.925,80.295,43.9,17.6,HIGH,HIGH,OK,0,0
20.925,80.305,67.2,16.0,HIGH,HIGH,OK,0,0
20.925,80.315,63.4,18.4,HIGH,HIGH,OK,0,0
20.925,80.325,70.9,12.7,HIGH,HIGH,OK,0,0
20.925,80.335,43.8,15.4,HIGH,HIGH,OK,0,0
20.925,80.345,38.9,20.6,HIGH,HIGH,OK,0,0
20.925,80.355,56.7,20.6,HIGH,HIGH,OK,0,0
20.925,80.365,49.8,10.3,HIGH,HIGH,OK,0,0
20.925,80.375,29.6,16.3,HIGH,HIGH,OK,0,0
20.925,80.385,77.4,19.9,HIGH,HIGH,OK,0,0
20.925,80.395,77.5,14.4,HIGH,HIGH,OK,0,0
20.925,80.405,51.9,17.4,HIGH,HIGH,OK,0,0
20.925,80.415,39.5,10.0,HIGH,HIGH,OK,0,0
20.925,80.425,46.1,22.1,HIGH,HIGH,OK,0,0
20.925,80.435,61.4,19.5,HIGH,HIGH,OK,0,0
20.925,80.445,32.5,19.3,HIGH,HIGH,OK,0,0
20.925,80.455,69.2,16.1,HIGH,HIGH,OK,0,0
20.925,80.465,39.9,22.4,HIGH,HIGH,OK,0,0
20.925,80.475,50.7,11.2,HIGH,HIGH,OK,0,0
20.925,80.485,25.1,15.5,HIGH,HIGH,OK,0,0
20.925,80.495,57.2,18.9,HIGH,HIGH,OK,0,0
20.925,80.505,39.9,16.8,HIGH,HIGH,OK,0,0
20.925,80.515,41.8,19.1,HIGH,HIGH,OK,0,0
20.925,80.525,40.2,17.6,HIGH,HIGH,OK,0,0
20.925,80.535,66.0,16.3,HIGH,HIGH,OK,0,0
20.925,80.545,70.4,24.0,HIGH,HIGH,OK,0,0
20.925,80.555,16.9,10.1,HIGH,HIGH,OK,0,0
20.925,80.565,45.0,12.8,HIGH,HIGH,OK,0,0
20.925,80.575,51.9,8.8,MODERATE,HIGH,OK,0,0
20.925,80.585,57.5,20.6,HIGH,HIGH,OK,0,0
20.925,80.595,40.4,16.8,HIGH,HIGH,OK,0,0
20.925,80.605,50.9,14.5,HIGH,HIGH,OK,0,0
20.925,80.615,42.7,15.5,HIGH,HIGH,OK,0,0
20.925,80.625,72.9,8.2,MODERATE,HIGH,OK,0,0
20.925,80.635,50.6,12.5,HIGH,HIGH,OK,0,0
20.925,80.645,68.7,16.9,HIGH,HIGH,OK,0,0
20.925,80.655,71.0,14.3,HIGH,HIGH,OK,0,0
20.925,80.665,55.5,12.1,HIGH,HIGH,OK,0,0
20.925,80.675,65.1,11.3,HIGH,HIGH,OK,0,0
20.925,80.685,45.0,12.2,HIGH,HIGH,OK,0,0
20.925,80.695,58.4,13.6,HIGH,HIGH,OK,0,0
20.925,80.705,86.8,13.4,HIGH,HIGH,OK,0,0
20.925,80.715,62.7,24.3,HIGH,HIGH,OK,0,0
20.925,80.725,64.9,21.2,HIGH,HIGH,OK,0,0
20.925,80.735,75.6,15.7,HIGH,HIGH,OK,0,0
20.925,80.745,65.6,12.1,HIGH,HIGH,OK,0,0
20.925,80.755,76.0,11.2,HIGH,HIGH,OK,0,0
20.925,80.765,67.2,14.7,HIGH,HIGH,OK,0,0
20.925,80.775,59.0,12.0,HIGH,HIGH,OK,0,0
20.925,80.785,67.2,14.3,HIGH,HIGH,OK,0,0
20.925,80.795,63.7,16.8,HIGH,HIGH,OK,0,0
20.925,80.805,68.6,10.9,HIGH,HIGH,OK,0,0
20.925,80.815,80.8,10.9,HIGH,HIGH,OK,0,0
20.925,80.825,72.7,14.1,HIGH,HIGH,OK,0,0
20.925,80.835,76.8,16.8,HIGH,HIGH,OK,0,0
20.925,80.845,71.7,9.9,MODERATE,HIGH,OK,0,0
20.925,80.855,68.0,10.1,HIGH,HIGH,OK,0,0
20.925,80.865,79.2,12.7,HIGH,HIGH,OK,0,0
20.925,80.875,78.8,20.3,HIGH,HIGH,OK,0,0
20.925,80.885,73.7,16.3,HIGH,HIGH,OK,0,0
20.925,80.895,51.8,12.4,HIGH,HIGH,OK,0,0
20.925,80.905,62.2,12.7,HIGH,HIGH,OK,0,0
20.925,80.915,48.9,14.5,HIGH,HIGH,OK,0,0
20.925,80.925,50.9,11.0,HIGH,HIGH,OK,0,0
20.925,80.935,41.1,12.2,HIGH,HIGH,OK,0,0
20.925,80.945,50.3,14.2,HIGH,HIGH,OK,0,0
20.925,80.955,43.5,10.7,HIGH,HIGH,OK,0,0
20.925,80.965,58.6,15.7,HIGH,HIGH,OK,0,0
20.925,80.975,54.7,12.9,HIGH,HIGH,OK,0,0
20.925,80.985,62.6,9.7,MODERATE,HIGH,OK,0,0
20.925,80.995,58.5,15.5,HIGH,HIGH,OK,0,0
20.935,78.505,19.1,11.0,HIGH,HIGH,OK,0,0
20.935,78.515,24.1,12.0,HIGH,HIGH,OK,0,0
20.935,78.525,25.9,10.4,HIGH,HIGH,OK,0,0
20.935,78.535,82.4,13.3,HIGH,HIGH,OK,0,0
20.935,78.545,21.9,11.5,HIGH,HIGH,OK,0,0
20.935,78.555,24.7,14.1,HIGH,HIGH,OK,0,0
20.935,78.565,19.9,12.9,HIGH,HIGH,OK,0,0
20.935,78.575,20.7,9.3,MODERATE,HIGH,OK,0,0
20.935,78.585,23.5,13.6,HIGH,HIGH,OK,0,0
20.935,78.595,13.9,10.9,HIGH,HIGH,OK,0,0
20.935,78.605,18.0,9.4,MODERATE,HIGH,OK,0,0
20.935,78.615,26.4,8.4,MODERATE,HIGH,OK,0,0
20.935,78.625,16.3,10.0,HIGH,HIGH,OK,0,0
20.935,78.635,27.2,10.9,HIGH,HIGH,OK,0,0
20.935,78.645,28.2,13.7,HIGH,HIGH,OK,0,0
